"schema_name","table_name","index_name","index_type","is_unique","is_primary_key","is_unique_constraint","key_ordinal","column_name","is_descending_key","is_included_column"
"dbo","ServiceLogStatus_List","PK_ServiceLogStatus_List","CLUSTERED","True","True","False","1","id","False","False"
"dbo","sysdiagrams","PK__sysdiagr__C2B05B616708AB45","CLUSTERED","True","True","False","1","diagram_id","False","False"
"dbo","sysdiagrams","UK_principal_name","NONCLUSTERED","True","False","True","1","principal_id","False","False"
"dbo","sysdiagrams","UK_principal_name","NONCLUSTERED","True","False","True","2","name","False","False"
"dbo","tbl_class","PK_tbl_class","CLUSTERED","True","True","False","1","id","False","False"
"dbo","telcode_list","IX_telcode_list_TelTypeAddtime","NONCLUSTERED","False","False","False","1","tel","False","False"
"dbo","telcode_list","IX_telcode_list_TelTypeAddtime","NONCLUSTERED","False","False","False","2","type","False","False"
"dbo","telcode_list","IX_telcode_list_TelTypeAddtime","NONCLUSTERED","False","False","False","3","addtime","True","False"
"dbo","telcode_list","PK_telcode_list","CLUSTERED","True","True","False","1","tel","False","False"
"dbo","telcode_list","PK_telcode_list","CLUSTERED","True","True","False","2","type","False","False"
"dbo","telcode_list","PK_telcode_list","CLUSTERED","True","True","False","3","code","False","False"
"dbo","telcode_list","PK_telcode_list","CLUSTERED","True","True","False","4","addtime","False","False"
"dbo","telcode_list","PK_telcode_list","CLUSTERED","True","True","False","5","img_x","False","False"
"dbo","telcode_list","PK_telcode_list","CLUSTERED","True","True","False","6","img_y","False","False"
"dbo","TopUpType_List","IX_TopUpType_List","NONCLUSTERED","True","False","True","1","money","False","False"
"dbo","TopUpType_List","PK_TopUpType_List","CLUSTERED","True","True","False","1","id","False","False"
"dbo","user_list","PK_user_list","CLUSTERED","True","True","False","1","id","False","False"
"dbo","user_list","UX_user_list_tel","NONCLUSTERED","True","False","False","1","tel","False","False"
"dbo","user_login","PK_User_Login","CLUSTERED","True","True","False","1","id","False","False"
"dbo","userfile_list","IX_userfile_list_up_filename","NONCLUSTERED","False","False","False","1","up_filename","False","False"
"dbo","userpaylog_list","PK_userpaylog_list","CLUSTERED","True","True","False","1","out_trade_no","False","False"
"dbo","websiteinfo_list","PK_websiteinfo_list","CLUSTERED","True","True","False","1","id","False","False"
